Date,Rainfall,Tmax,Tmin,speed
20160216,0.17,30.7,21.8,12
20160217,0.00,30.7,21.1,4
20160218,0.86,31.1,22.2,0
20160219,2.33,30.9,23.0,6
20160220,0.72,30.1,23.3,5
20160221,0.00,29.8,23.2,2
20160222,1.25,29.9,21.5,4
20160223,0.13,31.3,22.4,10
20160224,0.00,31.5,21.4,0
20160225,0.06,31.6,24.0,0
20160226,2.61,32.4,22.9,3
20160227,0.00,29.5,14.2,7
20160228,0.22,30.3,22.8,5
20160229,0.88,31.2,23.5,5
20160301,0.60,32.3,22.1,5
20160302,1.73,34.1,25.7,7
20160303,0.06,34.1,25.8,0
20160304,0.87,32.8,25.4,10
20160305,1.12,33.3,23.7,6
20160306,0.18,34.3,25.0,7
20160307,4.36,35.3,27.6,3
20160308,18.84,31.1,26.1,5
20160309,1.00,28.6,23.9,8
20160310,0.00,31.1,23.9,3
20160311,1.72,31.4,14.5,11
20160312,0.00,32.1,25.7,0
20160313,0.00,33.1,24.2,3
20160314,0.00,34.7,25.7,7
20160315,0.00,34.7,26.0,4
20160316,2.72,34.9,25.9,3
20160317,2.87,34.8,25.6,0
20160318,4.02,34.5,26.4,5
20160319,1.67,35.1,25.4,3
20160320,2.96,35.2,26.6,3
20160321,1.13,35.1,27.4,0
20160322,1.76,33.1,25.3,3
20160323,0.00,33.1,14.0,0
20160324,6.84,32.8,24.7,0
20160325,0.00,34.8,24.5,0
20160326,0.00,35.3,25.4,0
20160327,2.20,34.7,25.4,1
20160328,0.77,35.5,25.3,5
20160329,0.39,36.3,27.0,0
20160330,0.00,36.3,27.1,0
20160331,3.19,35.8,24.8,2.21
20160401,10.21,32.3,22.2,2
20160402,13.78,30.3,20.8,1.67
20160403,19.69,29.1,12.6,1.46
20160404,1.39,25.6,12.5,2.92
20160405,0.00,28.8,12.1,6.21
20160406,0.00,31.0,21.9,7.79
20160407,0.00,30.7,22.0,3.79
20160408,1.78,29.4,22.2,1
20160409,4.24,28.2,10.9,1.33
20160410,0.00,28.7,22.2,2.25
20160411,1.11,30.1,21.4,5.63
20160412,0.33,30.4,21.7,2.71
20160413,0.31,29.7,12.7,1.04
20160414,0.05,30.0,12.3,2.46
20160415,0.00,30.0,22.4,3.42
20160416,3.45,30.3,23.1,1.25
20160417,2.47,29.3,12.6,2.04
20160418,3.81,28.1,21.8,0.88
20160419,7.25,24.8,12.3,1.58
20160420,2.44,28.8,11.6,3.25
20160421,10.31,29.4,22.5,3.54
20160422,1.74,29.4,21.9,3.21
20160423,1.51,29.6,23.5,5.67
20160424,1.23,29.1,22.7,5.42
20160425,0.02,25.6,22.6,3.5
20160426,6.85,29.5,23.3,3.96
20160427,11.96,29.1,11.9,0.21
20160428,9.33,26.9,11.9,0.21
20160429,6.20,28.7,12.3,2.08
20160430,7.30,29.1,21.9,0
20160501,8.80,27.4,20.9,0
20160502,0.00,28.6,21.1,8
20160503,3.32,29.8,21.2,8
20160504,0.02,29.8,19.6,10
20160505,2.90,30.0,21.3,2.04
20160506,16.45,28.3,21.2,0
20160507,11.40,27.9,20.9,5
20160508,9.34,29.4,21.6,5.5
20160509,3.04,29.3,21.1,3
20160510,14.27,28.9,20.4,6
20160511,1.42,28.6,20.6,8
20160512,0.00,28.9,20.8,6
20160513,0.45,29.5,20.1,0
20160514,3.69,30.0,20.5,5
20160515,16.38,29.5,21.3,0
20160516,2.32,29.0,21.7,3
20160517,2.71,29.6,20.5,0
20160518,5.81,29.8,20.7,3
20160519,0.36,29.1,21.0,3
20160520,5.43,29.5,21.1,4
20160521,0.39,29.3,20.7,12
20160522,2.54,30.0,20.3,5
20160523,1.90,29.3,21.6,0
20160524,0.70,29.0,22.0,6
20160525,2.77,29.4,21.1,3
20160526,4.68,29.1,20.4,8
20160527,2.89,29.8,21.4,4
20160528,0.23,27.9,21.6,10
20160529,1.28,30.3,21.1,8
20160530,4.52,29.8,21.5,5
20160531,2.89,29.6,20.7,7
20160601,1.57,28.2,12.1,8
20160602,1.76,29.8,11.3,5
20160603,0.03,29.8,22.1,5
20160604,0.17,30.0,22.1,5
20160605,2.47,31.3,22.6,8
20160606,2.00,31.7,11.8,10
20160607,2.08,31.4,22.4,8
20160608,4.05,31.2,12.0,8
20160609,0.01,31.2,11.4,5
20160610,0.00,31.4,20.6,3
20160611,1.03,31.7,21.3,4
20160612,0.01,32.0,22.4,4
20160613,0.56,31.7,22.4,4
20160614,0.62,31.7,21.7,7
20160615,0.00,31.3,20.3,5
20160616,0.48,30.4,9.6,0
20160617,2.18,30.6,10.7,3
20160618,1.78,30.0,10.5,12
20160619,0.00,30.6,10.7,5
20160620,1.86,30.6,22.1,0
20160621,4.09,28.7,20.6,0
20160622,0.40,30.2,20.1,0
20160623,0.07,30.5,20.4,12
20160624,3.97,30.4,19.6,8
20160625,2.48,30.4,21.0,10
20160626,1.37,31.0,20.9,15
20160627,0.00,29.8,19.6,5
20160628,0.34,29.3,19.4,8
20160629,0.00,29.8,19.5,0
20160630,2.93,30.0,11.2,0
20160701,0.70,30.7,21.3,3
20160702,0.00,31.0,21.8,3
20160703,1.55,31.3,21.4,3.21
20160704,0.74,30.7,21.5,0
20160705,0.09,30.3,19.7,0
20160706,0.00,29.9,20.4,0
20160707,0.54,29.9,10.9,4
20160708,0.00,29.9,11.4,8
20160709,0.00,30.4,20.3,3
20160710,0.00,30.0,10.6,12
20160711,2.32,29.8,19.7,10
20160712,0.59,29.6,19.5,5
20160713,0.37,29.8,19.7,6
20160714,3.29,30.0,10.5,4
20160715,0.00,30.5,19.3,3
20160716,0.09,31.1,10.7,8
20160717,0.00,31.0,10.2,0
20160718,0.00,31.1,10.6,4
20160719,0.11,30.9,10.4,6
20160720,0.00,30.5,21.4,8
20160721,0.00,30.8,19.9,6
20160722,0.00,31.1,20.2,7
20160723,1.35,30.7,10.3,10
20160724,2.69,30.9,19.5,9
20160725,0.53,30.2,10.1,3
20160726,0.00,30.2,20.9,0
20160727,0.00,30.1,19.5,0
20160728,0.17,29.2,10.9,0
20160729,3.41,29.5,21.2,0
20160730,0.97,29.7,10.4,3
20160731,1.17,29.9,10.6,5
20160801,0.00,30.8,20.8,0
20160802,0.78,29.5,20.2,4
20160803,0.75,28.6,19.5,4
20160804,3.24,28.7,21.2,5
20160805,12.55,29.8,21.8,0
20160806,5.30,28.7,19.3,9
20160807,0.68,27.2,20.9,12
20160808,2.67,28.9,20.8,16
20160809,1.20,28.8,20.5,10
20160810,8.37,29.0,20.5,3
20160811,0.00,29.1,19.4,8
20160812,0.00,29.9,19.6,10
20160813,2.28,29.9,20.0,12
20160814,0.87,28.9,19.9,12
20160815,0.10,27.6,20.8,14
20160816,0.01,29.2,19.3,6
20160817,0.11,28.8,18.0,5
20160818,1.19,29.8,19.2,3
20160819,0.00,29.9,20.1,0
20160820,0.00,30.3,20.0,4
20160821,0.01,30.1,19.8,11
20160822,6.24,31.0,19.8,9
20160823,0.00,32.0,20.4,16
20160824,0.06,30.7,20.2,14
20160825,0.60,29.8,19.5,7
20160826,0.00,29.5,19.4,12
20160827,4.16,30.1,19.6,6
20160828,1.57,28.3,19.5,8
20160829,1.00,29.9,20.2,6.88
20160830,0.00,29.4,19.9,7.88
20160831,0.08,29.9,10.3,6.54
20160901,6.02,30.2,21.2,6
20160902,0.08,30.0,19.6,4.92
20160903,2.51,30.0,14.2,5.3
20160904,3.06,30.2,10.3,5.92
20160905,5.34,30.4,10.3,3.88
20160906,0.02,30.8,21.1,6
20160907,1.14,31.5,11.2,4.83
20160908,0.00,31.0,20.6,4.83
20160909,0.00,31.4,10.3,3.88
20160910,0.15,31.4,21.2,3.29
20160911,4.71,30.8,11.6,4.92
20160912,0.76,29.7,21.5,6.79
20160913,0.00,31.1,22.1,3.38
20160914,3.75,31.4,22.1,1.17
20160915,6.37,31.0,21.4,3.13
20160916,10.23,29.2,22.1,5.92
20160917,0.00,30.0,20.7,4.38
20160918,9.22,29.4,11.9,5.92
20160919,0.50,30.5,21.8,2.75
20160920,5.32,30.4,19.7,3.13
20160921,2.36,30.3,11.8,0.83
20160922,1.76,30.6,21.6,4.5
20160923,2.64,30.8,21.4,4.08
20160924,1.39,30.5,21.7,3.5
20160925,1.08,30.5,12.2,4.46
20160926,0.05,30.6,21.8,3.13
20160927,0.60,29.6,11.5,5.38
20160928,0.83,30.8,21.8,1.54
20160929,0.00,31.1,21.2,3.83
20160930,0.00,31.0,12.8,1.58
20161001,2.14,31.8,16.1,1.29
20161002,6.59,28.6,15.5,3.96
20161003,7.38,26.8,17.6,3.42
20161004,1.64,27.1,15.5,2.5
20161005,7.49,28.4,15.4,2.45
20161006,5.58,30.9,14.9,3.54
20161007,3.11,32.0,10.6,3.88
20161008,0.12,31.3,16.9,6.92
20161009,0.00,32.7,9.4,4.83
20161010,0.26,31.9,9.3,3.33
20161011,0.42,32.7,16.0,5.92
20161012,0.00,32.8,8.6,2.87
20161013,0.10,32.1,14.1,4.25
20161014,0.15,32.8,9.9,3.96
20161015,0.29,33.0,10.2,2.54
20161016,1.22,33.2,15.0,4.67
20161017,0.00,30.4,9.4,5.71
20161018,0.35,30.5,9.3,5.75
20161019,0.00,33.1,9.6,3.5
20161020,1.70,33.0,9.3,2.29
20161021,0.28,31.7,15.8,1.63
20161022,3.86,30.9,17.5,3.33
20161023,0.00,31.4,17.7,6.46
20161024,0.00,32.0,17.6,1.25
20161025,1.12,32.5,16.9,0.21
20161026,0.00,33.3,17.3,2.83
20161027,0.48,33.4,16.1,1.54
20161028,6.03,30.2,16.5,2.88
20161029,0.37,30.9,12.9,3.42
20161030,0.86,30.2,9.2,0.96
20161031,2.10,31.0,15.7,5.63
20161101,0.54,31.8,10.3,2.63
20161102,7.84,30.9,21.0,3.5
20161103,2.64,29.2,18.6,3.25
20161104,0.00,29.3,19.1,3.29
20161105,0.00,29.3,19.9,2.58
20161106,0.20,28.8,19.4,1.79
20161107,4.60,29.4,8.9,2.08
20161108,0.98,26.4,20.0,4.33
20161109,1.67,27.8,10.2,2.46
20161110,0.10,28.9,9.1,0.96
20161111,0.00,28.7,21.7,3.04
20161112,0.00,29.1,21.0,4.29
20161113,0.00,29.9,20.9,3.17
20161114,1.70,29.3,9.1,2.46
20161115,0.58,30.6,20.3,1.88
20161116,5.32,30.9,20.7,2.63
20161117,0.00,28.9,19.2,4
20161118,4.91,28.2,19.1,5.21
20161119,2.61,28.1,18.5,4.83
20161120,0.60,29.5,18.4,1.63
20161121,2.06,29.7,9.5,2.75
20161122,0.59,28.9,8.8,1.71
20161123,1.03,27.9,8.8,2.96
20161124,0.00,27.6,20.0,4.33
20161125,0.00,27.0,19.7,3.75
20161126,0.00,27.5,8.8,3.08
20161127,2.53,25.1,9.5,2.92
20161128,3.06,26.2,19.8,1.13
20161129,0.72,28.3,19.3,1.79
20161130,1.09,28.2,19.8,2.25
20161201,0.00,26.4,21.9,1.88
20161202,0.03,27.1,22.5,2.88
20161203,0.05,27.7,11.0,2.83
20161204,0.60,27.1,20.3,3.17
20161205,0.65,26.9,21.4,2.75
20161206,0.00,27.1,10.6,2.67
20161207,0.00,26.6,20.1,1.65
20161208,0.00,27.2,21.8,1.5
20161209,0.00,27.3,20.1,2.38
20161210,0.00,27.6,10.1,5.25
20161211,0.10,27.7,20.6,5.75
20161212,0.39,27.8,21.5,1.13
20161213,1.64,27.6,22.1,1.96
20161214,0.03,28.3,21.4,2.13
20161215,0.10,27.7,21.6,1.38
20161216,0.01,27.2,21.5,1.25
20161217,0.62,27.3,21.2,4.29
20161218,0.00,28.0,21.5,4.04
20161219,0.65,28.6,21.7,5.96
20161220,0.00,29.4,21.3,4.75
20161221,0.05,30.5,10.7,3.83
20161222,0.00,30.2,22.1,3.54
20161223,0.00,30.4,21.1,4.83
20161224,0.34,30.4,20.8,3.67
20161225,0.00,31.5,22.3,4.96
20161226,0.00,31.1,22.9,2.38
20161227,0.13,29.6,22.1,1.58
20161228,0.29,31.0,22.7,3.08
20161229,0.03,29.6,20.5,1.71
20161230,0.16,28.7,21.3,0.92
20161231,1.19,30.1,21.8,1.46
20170101,1.46,29.4,21.7,1.83
20170102,2.89,29.1,20.1,3
20170103,0.70,30.6,10.2,4.21
20170104,0.30,31.0,10.8,1.83
20170105,0.00,32.1,10.6,2.58
20170106,0.00,33.1,10.8,2.25
20170107,0.00,31.8,22.3,3.04
20170108,0.00,31.1,21.2,2
20170109,0.00,31.6,22.1,3.17
20170110,0.42,31.8,23.1,3.88
20170111,0.97,29.6,20.7,2.25
20170112,0.00,32.3,21.8,2.63
20170113,0.00,31.1,21.2,3.5
20170114,0.00,30.9,20.3,5.08
20170115,0.04,33.3,21.9,2.96
20170116,0.00,33.7,22.0,2.21
20170117,3.28,33.1,11.5,2.96
20170118,0.42,33.5,22.7,2.67
20170119,1.04,33.1,22.4,1.33
20170120,0.00,32.7,22.6,3.38
20170121,0.00,33.6,22.8,4.25
20170122,11.30,33.6,22.3,3.38
20170123,0.90,32.5,21.9,2.75
20170124,0.50,34.0,22.7,3
20170125,0.23,34.0,22.7,1.38
20170126,0.35,33.9,24.2,2.08
20170127,3.42,32.6,23.7,2.79
20170128,1.53,32.4,22.8,2.21
20170129,1.40,30.3,21.8,3.54
20170130,4.19,32.0,19.8,4.75
20170131,1.43,31.7,22.1,2
20170201,3.68,32.8,10.4,3.04
20170202,0.12,32.7,11.6,3.58
20170203,1.23,28.0,20.8,2.54
20170204,3.10,28.3,20.2,2.42
20170205,1.13,30.3,19.8,1.63
20170206,0.03,30.6,21.4,3.63
20170207,0.00,32.0,22.5,2.33
20170208,0.23,32.5,23.4,3.71
20170209,0.00,32.6,22.6,4.38
20170210,0.00,32.8,22.6,3.25
20170211,0.00,33.1,21.8,2.79
20170212,0.00,34.0,22.5,3.29
20170213,0.22,34.1,22.4,3.25
20170214,0.00,34.8,11.7,1.79
20170215,0.70,34.9,12.0,0.67
20170216,2.09,34.2,22.6,2.08
20170217,1.68,29.9,20.0,2.13
20170218,2.13,29.7,10.0,2.29
20170219,4.98,29.1,20.6,1.71
20170220,15.33,28.3,10.0,0.79
20170221,3.96,28.1,19.2,4.13
20170222,8.77,27.8,19.9,1.04
20170223,1.25,29.1,18.7,2.29
20170224,7.04,28.4,21.0,1.29
20170225,5.02,27.6,19.5,1.33
20170226,7.10,27.9,19.6,0.54
20170227,5.74,26.7,20.3,1
20170228,7.26,27.3,21.6,2.04
20170301,4.18,28.0,19.9,3.21
20170302,6.26,28.1,22.4,1.25
20170303,4.65,27.2,11.5,2.61
20170304,2.45,29.4,21.9,1.71
20170305,3.42,28.9,12.3,1.5
20170306,2.56,30.1,20.9,4.08
20170307,13.09,30.1,11.9,2.46
20170308,0.00,30.0,22.9,1.25
20170309,1.24,29.9,12.6,2.67
20170310,0.00,30.7,21.9,2.92
20170311,0.10,32.5,12.8,3.21
20170312,0.84,32.0,23.8,
20170313,0.61,33.3,23.7,2.63
20170314,2.48,33.9,24.7,3.21
20170315,3.01,31.0,24.2,1.25
20170316,14.53,30.1,22.8,4
20170317,0.00,29.1,19.3,2.42
20170318,5.10,30.8,12.5,1.17
20170319,2.92,28.2,11.9,2.13
20170320,0.25,29.6,22.9,1.04
20170321,1.69,29.4,21.6,2.75
20170322,5.50,29.3,13.0,2.42
20170323,5.06,29.9,23.8,0.75
20170324,10.41,28.3,23.5,2.83
20170325,10.70,27.6,24.3,3.29
20170326,0.00,28.5,11.7,2.21
20170327,5.18,27.4,23.5,1.04
20170328,2.77,29.7,23.2,1.58
20170329,4.45,28.7,23.4,0.88
20170330,4.91,28.6,23.4,2.63
20170331,1.82,27.2,19.9,5.46
20170401,0.00,29.2,22.2,5.04
20170402,0.11,29.8,21.8,5.29
20170403,0.00,30.5,22.0,4.75
20170404,0.11,30.6,22.7,2.38
20170405,7.05,29.5,22.3,4.13
20170406,6.41,27.3,21.7,4.58
20170407,19.03,28.2,22.3,6.17
20170408,0.00,28.4,20.4,4.88
20170409,0.00,29.4,20.8,5.21
20170410,0.00,29.9,22.7,7
20170411,0.00,29.5,22.4,6.38
20170412,0.00,30.0,21.5,3.71
20170413,0.06,29.8,21.7,2
20170414,0.04,30.2,20.9,1.67
20170415,7.28,29.7,20.6,3.13
20170416,12.55,29.1,19.7,4.58
20170417,4.20,26.9,19.7,1.71
20170418,11.96,27.8,18.8,4.92
20170419,11.79,27.8,20.6,6.46
20170420,1.06,29.4,20.7,3.67
20170421,8.97,30.0,20.2,1.22
20170422,12.09,30.0,21.9,4.88
20170423,4.87,29.3,21.0,3.42
20170424,6.07,28.6,21.3,3.58
20170425,0.37,28.1,21.0,1.33
20170426,9.53,29.7,20.6,2.21
20170427,8.93,29.5,20.4,1.63
20170428,14.45,29.3,20.7,1.96
20170429,1.18,27.9,20.8,5.38
20170430,2.79,26.5,20.2,6.5
20170501,7.44,27.1,19.8,6.25
20170502,6.29,28.3,20.2,2.83
20170503,10.82,28.3,20.1,1.92
20170504,6.04,28.6,20.7,2.96
20170505,1.45,28.4,19.6,3.08
20170506,3.95,27.9,21.5,5.21
20170507,1.50,28.3,20.1,4.92
20170508,8.41,28.5,20.9,5.21
20170509,11.90,29.8,20.4,4.08
20170510,4.74,29.5,19.6,4.38
20170511,1.41,29.2,21.0,4.83
20170512,3.79,29.6,20.9,3.17
20170513,9.61,29.5,20.4,2.75
20170514,0.39,30.2,21.4,2.92
20170515,8.02,29.8,19.8,5.04
20170516,2.54,29.2,20.4,5.04
20170517,2.15,29.2,21.5,5.33
20170518,7.77,30.0,20.9,7.21
20170519,0.00,29.9,20.3,5.83
20170520,0.00,29.3,20.5,6.67
20170521,1.86,29.7,20.7,3.75
20170522,2.33,29.7,20.1,3.21
20170523,0.31,31.0,21.2,2.04
20170524,0.04,30.3,20.3,0.63
20170525,0.01,30.9,20.4,1.04
20170526,4.88,30.7,21.9,4.63
20170527,2.04,30.7,22.5,4.67
20170528,0.02,29.4,21.8,3.25
20170529,0.00,31.1,21.6,0.96
20170530,11.01,31.0,22.5,1.17
20170531,4.64,30.5,19.0,3.88
20170601,2.18,30.6,21.5,1.75
20170602,1.07,31.2,21.6,3.04
20170603,0.09,31.8,21.5,6.46
20170604,0.00,31.2,21.4,4.83
20170605,0.00,31.8,21.2,1.71
20170606,0.00,32.1,21.9,2.75
20170607,0.42,32.5,21.9,6
20170608,5.35,31.7,20.9,7.67
20170609,0.01,31.2,22.5,8.91
20170610,0.00,32.0,21.5,6.29
20170611,0.27,32.3,22.0,6.13
20170612,0.00,31.8,20.9,4.79
20170613,0.67,31.4,21.5,5.08
20170614,1.07,29.6,22.3,7.17
20170615,0.30,30.0,23.1,6.13
20170616,0.00,31.3,20.7,6.63
20170617,0.00,29.7,22.3,4.96
20170618,0.17,30.6,21.8,3.21
20170619,0.00,31.0,21.5,4.71
20170620,0.00,31.0,20.3,6.42
20170621,0.01,30.6,20.6,8.79
20170622,0.30,30.9,20.8,4.29
20170623,13.84,31.2,21.2,8.33
20170624,0.50,31.5,21.1,6.83
20170625,10.44,30.6,20.6,6.08
20170626,0.00,30.8,20.8,3.83
20170627,0.25,31.5,20.6,5.04
20170628,1.95,31.1,21.0,2.83
20170629,0.99,30.2,21.5,1.5
20170630,0.00,30.1,21.3,2.5
20170701,0.00,30.5,20.8,2.21
20170702,0.46,30.5,19.8,3.75
20170703,0.00,28.9,20.8,5.25
20170704,0.00,29.6,21.5,5.67
20170705,0.09,30.2,20.4,4.21
20170706,0.00,30.1,18.8,4
20170707,0.00,30.8,20.1,1.92
20170708,0.13,30.7,18.6,0.63
20170709,0.00,29.2,18.4,0
20170710,0.00,29.2,18.3,1.17
20170711,0.00,29.2,19.6,1.92
20170712,0.00,28.3,19.5,2.46
20170713,2.00,29.0,19.5,2.04
20170714,0.00,29.2,20.7,4
20170715,2.33,30.6,20.1,3.75
20170716,4.46,29.5,18.7,4.88
20170717,1.13,30.9,20.4,2.63
20170718,0.04,31.8,21.1,2.88
20170719,0.00,30.5,19.1,2.08
20170720,0.00,29.9,20.0,3.63
20170721,1.50,30.1,20.5,8.29
20170722,1.73,29.7,20.8,2.25
20170723,2.39,29.5,19.7,1.71
20170724,2.63,29.0,20.2,1.42
20170725,10.24,28.7,18.8,6.83
20170726,0.00,28.3,19.7,5.92
20170727,1.05,28.7,20.1,5.21
20170728,5.18,28.9,20.4,6.21
20170729,1.09,29.3,19.9,7.32
20170730,0.00,30.2,19.9,6.54
20170731,1.89,29.8,20.9,6.5
20170801,2.13,29.6,21.1,6.04
20170802,3.80,27.6,21.2,2.79
20170803,3.70,29.9,21.7,5
20170804,18.81,29.6,20.7,2.08
20170805,0.83,30.0,22.1,1.29
20170806,8.47,30.2,21.2,4.17
20170807,6.72,29.2,20.4,7.13
20170808,0.30,28.9,20.6,7.5
20170809,3.04,28.2,19.3,6.63
20170810,2.52,28.4,20.4,6.88
20170811,2.70,27.4,19.8,5.96
20170812,0.29,29.2,20.6,3.13
20170813,1.06,29.2,20.2,3.92
20170814,0.84,29.2,20.7,7
20170815,0.00,29.5,21.0,6.25
20170816,3.83,30.3,21.4,5.79
20170817,1.38,29.5,21.3,5.04
20170818,2.27,29.1,21.0,0.5
20170819,0.33,30.6,20.3,4.63
20170820,0.48,30.8,20.3,5.67
20170821,2.98,30.5,20.7,2.75
20170822,3.56,30.4,21.1,4.46
20170823,0.00,29.0,20.4,5.42
20170824,0.23,29.8,20.6,2.21
20170825,10.45,30.6,21.1,0.67
20170826,0.62,30.2,20.1,1.92
20170827,0.79,29.6,20.0,1.96
20170828,0.48,29.3,18.6,4.25
20170829,0.00,28.7,20.4,7.29
20170830,3.08,27.3,20.8,4.29
20170831,8.94,28.6,20.6,2.09
20170901,2.45,27.6,12.1,3.58
20170902,9.89,28.1,11.6,2.04
20170903,6.74,29.0,20.6,4.13
20170904,2.34,27.8,20.2,5.04
20170905,1.40,28.8,20.4,3.83
20170906,1.57,29.7,20.7,3.46
20170907,0.00,29.5,19.1,3.75
20170908,1.61,29.9,20.2,2.17
20170909,0.03,30.4,20.8,1.83
20170910,0.07,30.0,20.2,1.29
20170911,0.04,29.8,20.2,1.38
20170912,5.13,30.7,20.5,2
20170913,4.76,31.5,20.2,1.96
20170914,0.00,28.7,19.9,3
20170915,3.83,28.7,20.5,6.54
20170916,6.92,29.8,20.1,6.29
20170917,11.46,30.8,20.6,5.46
20170918,5.68,30.6,19.9,3.58
20170919,0.09,29.5,20.6,3.83
20170920,0.29,30.9,20.3,3.29
20170921,0.41,30.1,19.2,1.75
20170922,2.45,30.4,19.1,2.29
20170923,0.00,31.2,19.8,3.21
20170924,0.00,31.4,20.3,4.67
20170925,0.93,29.7,20.1,4.29
20170926,1.33,30.1,20.0,6.42
20170927,0.26,30.3,19.5,6.96
20170928,0.52,31.1,19.1,4.83
20170929,0.00,30.4,21.6,5.63
20170930,0.03,30.3,22.2,7.63
20171001,0.00,29.8,21.7,5.5
20171002,0.37,31.5,22.5,2.92
20171003,0.31,32.7,22.5,2.5
20171004,0.41,33.0,21.6,5.04
20171005,0.05,32.2,22.1,2.75
20171006,1.28,32.6,21.1,2.25
20171007,0.00,32.3,21.3,2.58
20171008,1.53,33.3,22.7,1.88
20171009,14.68,32.6,22.3,1.83
20171010,6.66,29.2,21.5,0.58
20171011,4.95,29.2,20.7,2.21
20171012,13.10,29.5,21.2,3.17
20171013,4.07,30.3,19.2,1.13
20171014,0.52,31.9,20.3,0.42
20171015,14.65,30.7,12.8,0.21
20171016,3.76,31.3,20.5,2
20171017,3.70,32.2,20.2,3.42
20171018,7.32,31.4,20.2,5
20171019,5.91,27.6,12.3,3.71
20171020,0.58,28.0,19.2,2.83
20171021,0.00,29.1,20.3,0.96
20171022,0.00,29.7,19.9,1.92
20171023,1.17,31.5,11.4,1.92
20171024,0.81,31.6,22.9,1.5
20171025,0.00,32.5,12.6,13
20171026,0.00,30.3,21.0,11.92
20171027,0.11,29.6,21.7,8.04
20171028,2.20,30.4,12.2,7.5
20171029,2.63,31.0,21.2,9.13
20171030,0.00,31.6,21.2,8.08
20171031,1.30,32.2,19.8,0.75
20171101,0.00,32.5,21.5,2.46
20171102,1.33,32.0,20.8,0.79
20171103,3.20,31.1,21.4,0.46
20171104,12.20,31.4,21.1,2.83
20171105,0.13,27.1,20.4,2.21
20171106,14.49,29.1,19.9,6.33
20171107,7.29,24.8,18.6,4
20171108,1.34,28.1,18.3,3.46
20171109,2.92,29.0,19.8,5.08
20171110,3.28,28.5,19.5,4.04
20171111,3.50,26.3,19.4,2.29
20171112,7.28,27.1,19.8,2.46
20171113,2.08,27.9,19.7,2.17
20171114,3.17,28.1,19.6,4.13
20171115,0.33,29.0,19.7,2.25
20171116,0.03,29.6,20.2,1
20171117,0.00,29.4,19.8,1.54
20171118,0.18,30.1,19.4,2.25
20171119,4.03,30.3,20.2,2.38
20171120,0.62,29.5,19.4,0.63
20171121,5.94,30.1,20.1,0.88
20171122,8.45,30.0,20.0,1.5
20171123,5.12,27.7,19.9,2.09
20171124,14.76,26.8,10.3,1.42
20171125,13.93,25.9,19.5,2.38
20171126,0.85,27.0,19.1,0.83
20171127,1.62,28.3,19.3,2.21
20171128,1.32,28.2,20.8,3.21
20171129,0.35,28.1,20.8,3.46
20171130,2.58,27.7,21.2,1.54
20171201,0.14,26.8,20.4,3.5
20171202,6.15,26.8,20.1,3.92
20171203,2.01,27.8,20.4,5.46
20171204,0.00,28.2,21.3,3.75
20171205,0.53,27.6,20.4,3.13
20171206,3.30,28.2,21.5,1.96
20171207,0.00,28.7,22.2,3.63
20171208,0.00,27.5,22.6,3.08
20171209,4.47,26.8,22.2,1.54
20171210,2.93,27.5,21.7,1.71
20171211,6.26,27.9,20.7,1.83
20171212,0.49,28.9,21.6,0.63
20171213,3.39,28.5,21.0,1.46
20171214,0.00,29.6,22.2,3.13
20171215,0.00,29.5,21.7,3.25
20171216,0.77,30.3,21.7,3.04
20171217,1.65,30.5,21.6,4.25
20171218,0.57,30.6,21.5,2.42
20171219,2.37,31.2,22.1,3.63
20171220,0.66,30.1,20.9,1.54
20171221,0.08,30.5,19.7,3.13
20171222,0.87,31.3,20.6,2.29
20171223,0.00,30.6,21.6,2.13
20171224,0.05,31.1,22.2,2.29
20171225,10.27,32.0,22.7,1.63
20171226,0.00,31.0,22.1,3
20171227,0.16,31.7,21.5,1.67
20171228,0.10,31.6,21.8,3.08
20171229,0.78,31.6,22.4,2.17
20171230,0.50,30.8,22.0,2.38
20171231,1.77,29.6,20.8,1
20180101,1.47,26.1,20.2,0.79
20180102,0.83,29.6,19.4,2
20180103,2.25,27.3,20.6,1.63
20180104,0.00,27.4,19.9,1.29
20180105,1.12,27.9,20.0,3.04
20180106,0.00,28.6,21.6,2.79
20180107,1.37,29.0,20.2,4.46
20180108,0.00,30.1,20.9,8.54
20180109,0.00,30.7,21.1,6.71
20180110,3.53,30.4,20.5,5.33
20180111,1.37,29.2,21.6,1.21
20180112,0.00,29.1,20.8,1.75
20180113,8.66,29.7,19.7,2.5
20180114,0.09,27.4,19.5,2.75
20180115,1.28,28.2,19.8,2.67
20180116,2.67,28.3,20.0,3.17
20180117,1.51,29.6,20.5,2.46
20180118,0.00,30.0,20.4,2.38
20180119,3.37,30.3,21.0,1.46
20180120,7.40,28.4,21.2,3.42
20180121,0.00,30.1,19.8,4.08
20180122,0.01,30.6,19.7,0.96
20180123,0.26,30.3,20.2,1.88
20180124,4.57,30.4,21.1,1.42
20180125,5.78,26.4,19.7,2.46
20180126,0.01,28.3,19.6,1.46
20180127,0.00,28.7,19.9,3.5
20180128,0.00,30.4,18.8,2.04
20180129,0.00,30.6,20.7,2.25
20180130,0.49,28.8,21.0,2.08
20180131,0.00,28.3,21.1,2.04
20180201,0.00,32.2,21.7,2.88
20180202,0.08,32.5,21.1,4.58
