Date,Rainfall,Tmax,Tmin,speed
20140311,3.71,32.9,22.4,0.38
20140312,4.63,28.2,19.9,0.88
20140313,22.97,25.5,20.6,0
20140314,3.45,22.0,19.7,1.13
20140315,3.41,26.5,19.0,3.58
20140316,12.78,29.8,20.7,1.79
20140317,1.88,30.4,20.5,3.38
20140318,1.49,30.5,21.9,3.92
20140319,0.00,31.9,23.2,4.13
20140320,0.33,32.2,21.6,3.22
20140321,1.07,32.5,22.1,4.13
20140322,27.51,32.2,21.9,1.63
20140323,8.98,31.7,22.2,0.63
20140324,14.74,29.7,20.8,2.5
20140325,1.23,30.2,20.0,1.71
20140326,1.77,29.1,20.4,0.63
20140327,3.50,31.3,21.6,3.25
20140328,2.60,29.7,20.9,0.58
20140329,8.88,28.4,19.6,1.25
20140330,5.54,28.7,21.1,2.08
20140331,25.03,29.2,20.0,0.42
20140401,19.50,28.0,19.1,2.21
20140402,1.75,28.3,19.7,2.17
20140403,0.73,28.6,18.8,4.46
20140404,8.37,29.0,19.8,1.46
20140405,0.00,29.4,20.2,0.63
20140406,7.96,28.6,19.9,1.08
20140407,1.30,28.0,19.1,2.58
20140408,0.00,27.0,18.7,2.79
20140409,3.34,27.6,19.4,3.83
20140410,2.48,28.4,18.8,3.5
20140411,12.33,29.0,19.6,1.46
20140412,8.06,29.1,18.9,1.58
20140413,1.80,28.6,20.1,4.71
20140414,6.61,30.1,19.9,4.42
20140415,3.59,29.8,19.8,1.46
20140416,1.74,29.3,18.6,0.42
20140417,2.05,28.7,17.8,3.67
20140418,0.00,29.6,20.6,3.71
20140419,0.00,29.7,20.3,5.04
20140420,0.02,30.7,19.2,2.92
20140421,0.00,30.5,20.2,1.58
20140422,0.92,31.7,19.8,0.33
20140423,1.37,32.5,20.3,2.04
20140424,0.83,32.4,21.5,5.13
20140425,1.21,33.0,19.9,5.46
20140426,0.00,33.4,20.5,6.21
20140427,0.00,33.6,20.4,3.04
20140428,0.04,33.2,19.6,1.54
20140429,0.00,33.1,19.5,4.17
20140430,0.00,33.2,21.9,3.96
20140501,0.03,32.8,20.6,5.08
20140502,1.31,32.2,20.1,4.63
20140503,2.98,31.5,20.8,5.61
20140504,14.63,32.4,20.6,6.92
20140505,3.29,32.7,21.3,7.13
20140506,4.25,32.6,21.4,3.33
20140507,2.43,33.2,20.2,0.67
20140508,7.77,31.3,19.9,3.67
20140509,8.21,31.8,20.3,0
20140510,23.61,31.1,20.2,2.25
20140511,2.77,32.1,20.3,4.17
20140512,4.32,32.6,20.8,3.04
20140513,2.80,29.8,19.6,1.25
20140514,1.72,32.0,19.3,3.67
20140515,22.41,32.5,20.3,2.54
20140516,1.43,32.3,21.0,1.25
20140517,3.07,32.9,21.6,3.54
20140518,4.41,32.9,20.2,4.21
20140519,2.57,32.3,19.4,3.17
20140520,6.24,31.9,20.8,3.54
20140521,7.87,31.0,20.2,4.46
20140522,2.25,33.4,19.6,4.63
20140523,0.56,32.7,19.7,4.38
20140524,4.00,31.5,19.0,4.04
20140525,2.71,31.0,19.1,3.13
20140526,0.25,31.5,19.7,2.13
20140527,2.19,31.7,19.8,3.17
20140528,0.00,31.4,20.6,4.04
20140529,0.17,32.2,20.3,2.75
20140530,0.14,32.0,20.0,4.13
20140531,0.34,32.1,20.0,1.79
20140601,2.08,32.3,20.3,0
20140602,0.11,32.9,20.9,1.67
20140603,1.64,31.8,20.6,4.57
20140604,2.35,31.2,19.8,2.79
20140605,0.00,29.9,19.4,2.54
20140606,9.40,32.0,19.5,5.43
20140607,2.81,32.8,21.3,5.33
20140608,17.51,32.2,19.9,5.25
20140609,6.99,30.6,19.7,4.21
20140610,1.28,30.7,20.1,1.08
20140611,0.00,31.3,20.1,2.79
20140612,0.24,31.0,20.5,2.67
20140613,0.06,31.8,21.0,1.5
20140614,0.24,30.5,20.3,1.25
20140615,3.33,30.2,19.8,0.63
20140616,0.00,31.1,19.7,1.25
20140617,0.00,31.3,19.6,1.17
20140618,0.00,30.7,20.4,1.83
20140619,0.00,30.8,20.8,1.25
20140620,10.79,31.0,21.0,7.17
20140621,0.46,30.9,20.3,10.88
20140622,0.04,30.3,20.4,15.13
20140623,0.07,30.7,19.7,8.92
20140624,0.27,30.1,19.2,6.04
20140625,0.23,30.5,19.3,6.25
20140626,1.88,30.4,19.1,5.83
20140627,0.19,30.9,19.5,5.42
20140628,0.27,31.1,19.2,5.79
20140629,0.30,31.7,19.5,6.13
20140630,0.03,30.8,19.6,4.58
20140701,0.92,30.8,18.5,6.17
20140702,0.49,30.5,18.9,5.46
20140703,0.03,30.9,19.3,5.25
20140704,0.04,30.6,18.9,2.33
20140705,0.11,30.3,18.2,1.67
20140706,0.68,30.6,19.3,2.63
20140707,0.35,29.9,19.5,2.13
20140708,0.23,29.7,20.0,0.25
20140709,0.19,30.0,18.4,1.29
20140710,0.68,28.6,18.6,4.13
20140711,0.36,29.5,18.8,1.82
20140712,1.24,29.7,18.9,0.33
20140713,1.65,29.9,19.9,1.21
20140714,1.18,31.4,19.5,6.88
20140715,0.34,30.9,20.2,5.71
20140716,4.09,29.8,18.6,4.63
20140717,2.58,29.5,18.2,4.54
20140718,1.27,30.7,20.2,3.17
20140719,1.00,30.7,19.2,2.42
20140720,2.06,31.9,19.5,0.58
20140721,1.72,30.0,19.6,0.75
20140722,0.00,29.8,20.0,2.63
20140723,0.81,30.3,19.0,2.21
20140724,0.16,29.7,20.0,2.33
20140725,0.30,28.3,19.6,1.5
20140726,1.17,28.4,19.7,1.42
20140727,9.22,28.8,19.2,4.71
20140728,0.07,30.4,19.5,10.67
20140729,0.95,30.0,18.9,8.17
20140730,0.00,29.9,18.6,5.25
20140731,0.25,29.8,18.8,6.17
20140801,1.92,29.7,18.4,5.88
20140802,1.77,29.5,18.0,3.13
20140803,2.62,29.3,19.7,2.67
20140804,0.30,28.7,19.8,3.75
20140805,1.13,28.9,19.3,5.33
20140806,1.39,29.0,18.9,6.25
20140807,3.59,28.7,18.0,3.79
20140808,7.67,27.7,16.7,0.42
20140809,0.39,27.5,17.9,0.96
20140810,0.05,28.6,18.5,1.92
20140811,1.46,27.5,18.7,3.29
20140812,3.84,28.4,19.6,4.17
20140813,1.26,28.0,18.7,6.58
20140814,0.00,28.5,19.1,6.17
20140815,2.14,28.8,18.6,6.96
20140816,4.48,27.4,18.6,9.71
20140817,1.03,29.6,18.2,6.29
20140818,0.00,29.2,18.5,9.21
20140819,0.47,28.8,18.2,7.83
20140820,0.97,28.6,18.4,5.5
20140821,0.44,29.3,18.3,2.92
20140822,1.08,30.0,19.9,0.67
20140823,1.37,27.6,18.9,2.08
20140824,2.04,27.2,18.4,1.46
20140825,12.36,28.6,17.9,2.42
20140826,6.41,28.9,18.0,1.38
20140827,0.00,28.8,18.7,3.21
20140828,5.04,29.3,18.9,1.96
20140829,2.63,29.0,18.9,1.25
20140830,0.82,28.1,19.0,3.54
20140831,0.07,28.3,18.1,2.29
20140901,2.14,27.5,18.3,3.71
20140902,4.24,28.3,19.2,1.33
20140903,1.93,26.7,18.8,2.29
20140904,8.12,27.3,18.2,7.5
20140905,6.57,28.0,19.2,9.75
20140906,5.51,28.1,17.4,5.71
20140907,3.07,28.4,18.2,6.71
20140908,0.00,29.1,18.3,5.42
20140909,0.00,29.5,18.1,7
20140910,0.00,29.1,17.6,1.79
20140911,3.64,29.9,18.9,3.17
20140912,0.12,29.7,18.5,3.38
20140913,4.35,30.1,18.2,6.08
20140914,0.41,29.7,20.0,6.5
20140915,3.94,29.0,18.3,4.29
20140916,0.16,29.4,18.7,3.08
20140917,0.54,29.4,19.8,2.42
20140918,0.23,29.6,20.3,1.92
20140919,0.01,29.3,19.8,1.96
20140920,2.45,30.0,19.5,2.79
20140921,6.45,29.3,20.0,4.83
20140922,7.96,30.4,19.3,4.33
20140923,2.71,29.8,19.5,3.58
20140924,1.67,28.8,18.4,5.29
20140925,3.46,29.7,18.2,7.63
20140926,0.08,30.8,20.1,4.04
20140927,0.00,29.5,19.9,3.58
20140928,0.02,29.2,19.6,5.04
20140929,0.00,29.8,18.7,4.48
20140930,1.55,30.4,20.5,2.54
20141001,1.08,28.8,20.4,0.21
20141002,6.69,29.7,20.0,1.08
20141003,0.44,29.0,19.4,2.75
20141004,2.73,29.4,20.0,5.38
20141005,11.20,30.4,20.3,6.58
20141006,4.15,30.5,19.6,2.88
20141007,0.24,30.1,18.7,2.5
20141008,0.52,29.7,20.3,3.58
20141009,0.11,30.8,20.1,6.71
20141010,0.00,32.3,19.1,5.29
20141011,0.12,32.0,20.3,2.29
20141012,0.09,31.1,19.1,2.33
20141013,0.79,30.6,19.9,2.04
20141014,1.76,31.4,20.9,0.33
20141015,8.66,26.1,20.4,0.83
20141016,4.54,26.5,19.5,0.46
20141017,8.18,29.4,19.0,2.46
20141018,18.88,29.4,20.2,4.21
20141019,4.09,29.6,19.3,1.38
20141020,1.23,27.2,19.3,0.25
20141021,4.46,27.8,19.1,3.33
20141022,2.23,30.0,19.5,1.58
20141023,3.73,29.9,19.6,1.29
20141024,2.02,31.1,19.4,1.17
20141025,2.07,31.1,20.0,2.29
20141026,1.32,31.9,19.5,2.25
20141027,5.81,31.9,20.3,1.46
20141028,1.09,32.3,19.6,4.67
20141029,12.16,32.2,19.9,2.38
20141030,4.22,33.1,21.4,1.21
20141031,1.33,32.9,21.0,6.13
20141101,9.77,34.0,20.7,2.08
20141102,12.34,32.0,18.0,0.21
20141103,2.89,29.1,17.2,3
20141104,0.28,29.8,18.5,4.21
20141105,0.02,31.4,18.4,5.29
20141106,6.90,31.2,19.6,1.71
20141107,4.52,31.4,19.3,2.46
20141108,5.43,31.8,19.7,2.92
20141109,0.56,32.2,19.9,3.13
20141110,0.00,32.2,20.6,3.42
20141111,5.71,32.2,20.8,4.21
20141112,6.36,32.0,14.9,3.96
20141113,7.91,31.5,20.4,3.79
20141114,9.78,29.3,19.8,0.21
20141115,14.38,27.9,20.4,1.83
20141116,0.44,28.7,19.5,2
20141117,1.87,29.6,20.3,2.5
20141118,2.04,30.9,14.4,1.92
20141119,8.53,29.4,14.1,0.79
20141120,9.44,29.0,19.3,0.25
20141121,2.14,26.0,19.1,0.33
20141122,0.01,29.1,19.0,2.13
20141123,2.75,28.2,19.5,0.38
20141124,4.18,30.3,19.0,1.17
20141125,4.45,29.7,19.0,0.83
20141126,7.22,29.0,19.8,0
20141127,4.20,28.1,19.2,0
20141128,6.53,28.5,19.1,0.83
20141129,3.88,27.3,19.7,1
20141130,0.90,27.8,20.9,0
20141201,6.67,28.6,20.8,0.29
20141202,2.13,27.5,19.3,0.21
20141203,1.86,26.7,20.4,1.88
20141204,0.86,27.4,19.2,1.58
20141205,0.10,28.0,19.7,1.13
20141206,0.08,28.5,20.4,0.96
20141207,0.07,29.6,20.7,1.96
20141208,0.01,29.9,21.0,2.75
20141209,0.07,29.8,21.2,4.38
20141210,0.81,29.3,21.4,2.71
20141211,0.21,29.6,19.8,2.92
20141212,0.00,29.5,20.9,1.71
20141213,0.02,31.0,20.6,1.92
20141214,0.01,31.2,20.4,2.54
20141215,0.39,32.0,22.5,2.13
20141216,0.01,31.5,21.3,0.67
20141217,0.00,30.3,21.5,1.5
20141218,0.00,30.7,21.3,2.71
20141219,0.00,31.7,21.1,2.13
20141220,0.28,29.8,20.4,1.67
20141221,0.20,29.2,20.7,1.5
20141222,0.00,30.6,21.2,0.42
20141223,0.18,29.6,20.7,1.04
20141224,5.78,30.1,21.4,1.75
20141225,0.56,29.0,20.5,1.04
20141226,0.34,28.6,20.4,2.13
20141227,0.61,28.0,20.2,2.04
20141228,1.99,30.7,20.0,2.29
20141229,0.12,29.5,20.3,1.29
20141230,3.79,30.2,19.8,1.5
20141231,0.18,29.1,20.0,2.08
20150101,0.06,30.3,13.9,1.08
20150102,0.00,30.5,20.8,1.29
20150103,0.28,30.9,20.8,1.38
20150104,0.00,29.5,22.5,0.67
20150105,0.00,28.7,21.5,1.29
20150106,0.00,27.6,21.5,1.08
20150107,0.00,27.6,21.3,1.54
20150108,0.00,30.1,21.6,1.17
20150109,0.08,31.1,20.9,0.71
20150110,0.00,29.4,21.4,1.42
20150111,0.00,27.5,21.4,0.92
20150112,0.00,29.1,20.4,0.67
20150113,0.00,29.4,20.9,2.17
20150114,0.24,29.8,20.8,2.75
20150115,0.03,30.8,21.1,1.63
20150116,0.00,28.7,20.8,1.46
20150117,0.00,29.2,20.4,1.04
20150118,0.34,28.0,21.0,1.04
20150119,0.00,28.3,21.7,2.71
20150120,0.00,29.4,21.5,3.04
20150121,0.04,30.5,22.6,1.33
20150122,1.47,30.0,19.8,2.5
20150123,0.00,30.0,20.2,2.75
20150124,0.00,31.8,22.5,2.33
20150125,0.35,31.5,21.1,2.25
20150126,0.12,31.9,21.3,1.58
20150127,0.00,32.3,22.0,3.17
20150128,0.00,32.4,22.6,2.54
20150129,0.49,32.8,22.2,3.42
20150130,0.18,32.3,21.7,3.21
20150131,0.04,32.9,21.0,2.5
20150201,0.00,34.1,20.0,3.04
20150202,0.01,34.8,22.2,3.08
20150203,0.00,32.9,22.2,3.46
20150204,0.11,34.4,22.7,1.38
20150205,0.00,32.8,22.2,2.17
20150206,0.65,33.6,22.9,3.75
20150207,0.09,34.5,22.3,4.38
20150208,0.00,33.7,22.0,2.13
20150209,0.00,33.1,22.4,4.33
20150210,0.00,33.4,21.9,2.38
20150211,0.00,33.4,20.3,1.58
20150212,0.00,33.7,22.5,2.21
20150213,0.00,34.2,22.7,2.25
20150214,0.00,31.4,22.4,2.96
20150215,1.37,31.3,20.8,4.57
20150216,0.00,31.8,21.5,3.54
20150217,0.01,34.4,21.8,2.92
20150218,0.00,32.6,21.7,3.42
20150219,3.35,33.5,20.7,1.83
20150220,0.54,32.9,22.2,1.38
20150221,1.46,32.4,22.3,1.29
20150222,0.05,31.8,22.5,2.46
20150223,3.80,32.3,20.6,1.67
20150224,0.00,31.9,22.2,1.96
20150225,0.45,31.3,20.9,2.58
20150226,0.00,31.9,20.6,1.38
20150227,0.00,33.0,21.8,2.79
20150228,0.00,33.2,24.7,1.46
20150301,0.00,29.8,20.6,2.67
20150302,0.00,33.4,22.5,1.33
20150303,1.20,33.3,23.5,1.38
20150304,0.00,32.8,22.7,2.38
20150305,0.00,33.1,21.9,1.5
20150306,0.00,33.2,21.2,2.63
20150307,0.00,34.0,21.9,2.5
20150308,0.00,34.2,22.5,3.71
20150309,0.00,35.4,23.2,7.46
20150310,0.00,34.9,23.3,5.13
20150311,0.86,35.7,22.9,4.92
20150312,0.00,34.5,23.7,5.21
20150313,0.00,34.9,23.8,7.08
20150314,0.00,35.6,24.2,6.92
20150315,0.00,35.8,23.2,6.58
20150316,0.00,35.7,23.0,4.17
20150317,0.00,35.0,23.9,4.67
20150318,0.00,36.2,25.4,5.13
20150319,0.38,35.5,25.1,4.13
20150320,0.00,35.2,24.5,4.54
20150321,1.57,35.6,25.2,2.75
20150322,3.75,33.4,26.0,3
20150323,1.90,31.6,24.6,1.25
20150324,9.67,30.1,23.5,1.13
20150325,0.11,31.3,22.4,2.83
20150326,0.01,30.8,22.5,1.25
20150327,0.00,32.3,23.2,1.83
20150328,29.28,28.0,23.4,1.25
20150329,29.62,27.3,21.1,1.46
20150330,2.33,26.7,21.2,0.71
20150331,0.00,25.5,20.5,1.63
20150401,1.48,25.2,19.3,1.5
20150402,23.98,28.0,20.2,2
20150403,29.33,25.6,20.7,0.63
20150404,1.19,24.2,19.1,1.54
20150405,0.55,26.4,19.3,2.13
20150406,2.40,28.1,19.2,0.5
20150407,1.65,27.5,19.8,1.54
20150408,0.19,28.3,19.8,2.58
20150409,1.04,27.6,20.2,1.63
20150410,11.16,28.3,21.7,3.63
20150411,1.80,28.7,18.4,2.17
20150412,1.76,29.4,21.3,1
20150413,4.34,28.8,21.2,1.63
20150414,13.60,27.5,20.4,1.25
20150415,9.19,25.2,19.7,1.08
20150416,4.17,27.5,20.0,2.08
20150417,4.28,27.5,20.1,1.58
20150418,4.58,26.5,20.2,2.46
20150419,5.80,28.8,19.1,2.92
20150420,3.54,29.5,19.4,3.21
20150421,6.68,28.9,20.3,1.21
20150422,11.22,28.5,19.7,2.75
20150423,15.02,29.6,19.2,2.5
20150424,16.98,29.8,20.2,3.13
20150425,13.21,29.3,19.9,1.96
20150426,19.66,28.2,19.5,0.13
20150427,3.06,26.6,19.8,0.42
20150428,4.74,27.9,19.3,0.96
20150429,0.50,29.4,19.3,2.63
20150430,0.61,28.8,20.7,1.88
20150501,7.19,28.7,20.7,4.79
20150502,5.07,28.3,20.1,3.29
20150503,7.84,28.8,19.1,2.04
20150504,2.62,27.8,19.5,7.17
20150505,1.11,27.7,19.3,3.92
20150506,5.81,28.0,19.9,2.54
20150507,9.08,26.6,20.7,0.88
20150508,0.28,28.0,19.5,1.96
20150509,5.21,27.4,18.8,1.92
20150510,1.19,27.5,20.2,0.21
20150511,0.00,29.7,19.6,5.67
20150512,2.55,29.1,20.2,2.46
20150513,1.37,28.4,20.2,2.5
20150514,2.64,28.8,20.6,5
20150515,0.88,29.9,19.8,4.04
20150516,1.43,30.1,20.9,7.29
20150517,4.22,29.4,20.4,4.42
20150518,4.52,30.2,20.7,5.83
20150519,0.00,29.1,19.2,6.08
20150520,2.37,29.8,20.9,3.88
20150521,6.51,29.4,21.7,4.96
20150522,2.41,28.8,20.8,6.96
20150523,0.57,29.2,20.7,6.08
20150524,7.82,28.0,20.9,2.25
20150525,6.44,27.8,19.5,3.42
20150526,7.47,28.2,20.8,5.5
20150527,5.76,29.0,20.0,4.08
20150528,0.11,29.3,19.4,5.54
20150529,5.95,29.4,20.6,7.17
20150530,1.64,28.5,20.4,6.17
20150531,5.19,29.3,20.7,2.63
20150601,2.25,28.1,20.1,0.88
20150602,3.71,27.5,20.5,0.29
20150603,0.00,28.9,20.5,0.42
20150604,0.00,29.4,20.3,1.42
20150605,0.00,29.2,20.6,1.21
20150606,0.00,29.0,20.5,1.17
20150607,0.00,29.4,20.5,3.63
20150608,1.89,30.0,19.4,3.71
20150609,0.00,31.3,20.8,3.29
20150610,0.00,30.6,19.6,2.25
20150611,0.00,30.2,20.3,2.83
20150612,0.88,30.6,20.5,0.63
20150613,0.00,30.1,19.9,0.88
20150614,0.00,28.8,20.7,0.67
20150615,0.00,31.0,18.7,1.46
20150616,0.00,30.4,20.2,1.04
20150617,3.29,29.9,19.8,1.54
20150618,0.00,30.9,20.7,2.75
20150619,0.00,30.6,21.2,6.08
20150620,0.00,30.1,21.5,5.25
20150621,3.60,30.1,20.8,5.67
20150622,1.32,30.4,19.8,2.33
20150623,4.26,29.6,19.6,2.04
20150624,1.54,30.0,20.3,2
20150625,0.00,30.9,20.0,2.58
20150626,1.00,30.1,20.9,4.08
20150627,3.10,29.9,19.2,2.38
20150628,4.92,31.0,19.8,4.04
20150629,1.38,29.6,21.8,5.79
20150630,1.65,30.8,21.4,3.63
20150701,0.92,30.4,20.4,3.63
20150702,3.13,29.8,20.7,4.88
20150703,0.00,30.1,20.6,5.92
20150704,0.00,30.5,19.8,7.54
20150705,0.00,31.9,18.8,11.58
20150706,0.00,31.7,19.6,13.29
20150707,1.33,31.3,20.5,5.96
20150708,0.42,30.0,19.9,6.67
20150709,0.00,30.7,20.2,8.92
20150710,0.00,30.9,19.9,4.79
20150711,0.00,30.8,19.1,4.5
20150712,0.00,30.8,17.5,3.42
20150713,0.00,30.8,20.0,3.88
20150714,0.00,31.1,19.5,6.92
20150715,0.00,30.9,19.3,3.46
20150716,0.00,30.9,18.6,0.5
20150717,0.05,30.8,19.4,3.29
20150718,0.31,31.5,19.6,4.29
20150719,0.61,31.5,20.4,4
20150720,0.00,29.8,19.4,4.17
20150721,0.00,29.4,19.9,4.67
20150722,0.00,29.2,20.1,5.46
20150723,0.00,29.4,19.7,2.08
20150724,0.00,29.9,19.7,2.38
20150725,0.00,29.6,19.6,2.04
20150726,0.64,29.8,20.0,2
20150727,2.29,30.2,19.6,5.75
20150728,1.86,29.1,18.7,5.33
20150729,0.00,29.3,20.0,2.29
20150730,6.20,28.3,19.7,1.13
20150731,2.04,28.8,19.2,2.04
20150801,11.48,30.3,19.4,3.63
20150802,8.52,29.4,19.9,6.38
20150803,0.00,28.7,19.3,5.08
20150804,0.70,30.3,19.9,5.67
20150805,4.38,29.5,19.6,6.21
20150806,12.77,29.0,19.5,6.17
20150807,1.90,30.0,19.2,5.88
20150808,0.60,29.4,19.6,4.88
20150809,0.00,28.7,19.6,3.63
20150810,0.00,28.3,20.2,6.58
20150811,8.67,28.9,20.1,7.21
20150812,11.48,30.2,20.0,3.83
20150813,0.91,30.6,20.2,5.5
20150814,0.01,30.4,20.5,7.5
20150815,0.00,29.5,19.8,3.96
20150816,0.00,29.9,18.9,3.96
20150817,0.00,28.6,19.1,1.46
20150818,0.01,28.1,18.3,2.46
20150819,4.18,29.3,20.6,2.88
20150820,0.00,29.5,20.0,6.21
20150821,0.00,30.4,20.6,4.71
20150822,0.07,31.2,19.2,6.46
20150823,0.00,30.0,18.9,5.75
20150824,0.24,30.2,18.9,5.13
20150825,0.01,29.3,18.9,5.92
20150826,1.66,30.4,19.1,5.92
20150827,1.34,30.3,19.1,5.38
20150828,1.49,30.4,19.8,5.5
20150829,1.01,30.1,19.1,4.17
20150830,4.99,31.0,20.7,3.58
20150831,0.00,30.8,20.3,3.25
20150901,0.73,29.0,20.0,7.5
20150902,8.01,30.9,21.9,4.13
20150903,8.69,29.7,20.4,8.75
20150904,0.00,29.3,20.6,7.38
20150905,0.00,31.3,20.7,4.25
20150906,0.00,29.5,21.2,4.88
20150907,6.39,29.8,19.5,3.75
20150908,1.72,30.3,20.3,3.88
20150909,1.00,30.6,20.6,7
20150910,10.29,30.9,20.8,5.13
20150911,0.00,30.4,19.8,5.25
20150912,4.65,30.2,20.6,5.13
20150913,0.34,30.4,19.9,4.75
20150914,3.54,30.4,20.0,4.13
20150915,4.13,29.6,20.3,3.13
20150916,1.22,29.3,20.7,6.5
20150917,0.00,30.4,19.1,3.63
20150918,7.61,29.7,20.7,4.38
20150919,0.00,30.8,18.6,11.5
20150920,0.00,31.3,20.9,7.5
20150921,0.05,30.8,20.3,3.75
20150922,1.84,28.9,19.4,3.88
20150923,0.00,30.4,19.8,4.13
20150924,4.46,30.6,19.8,2.5
20150925,0.19,30.8,21.2,4.63
20150926,1.81,30.0,19.8,3.88
20150927,0.30,30.0,19.1,4
20150928,0.00,30.9,20.4,1.63
20150929,4.29,31.5,20.1,1.38
20150930,0.00,31.6,21.3,3
20151001,2.07,31.5,20.8,1.63
20151002,0.00,29.2,22.9,2.75
20151003,1.58,31.1,22.4,3.25
20151004,0.07,31.3,22.5,8.25
20151005,0.00,32.1,22.4,7.13
20151006,0.92,31.8,20.9,9.25
20151007,0.08,31.1,21.2,8
20151008,0.00,32.0,21.7,4
20151009,0.00,31.9,21.9,3.38
20151010,1.51,29.9,21.3,0.63
20151011,2.47,29.0,20.7,3.13
20151012,1.01,29.5,19.9,4.75
20151013,0.02,30.7,21.3,3
20151014,0.56,31.5,21.5,2.75
20151015,3.31,32.0,22.0,3
20151016,3.20,28.2,20.8,2.88
20151017,8.86,29.7,21.1,1.63
20151018,1.05,29.0,20.7,1
20151019,4.40,29.1,21.5,3.75
20151020,1.33,30.9,21.3,2.5
20151021,10.99,32.3,22.3,2.25
20151022,13.98,31.6,22.2,2.25
20151023,12.98,30.9,22.9,2.13
20151024,2.83,31.0,21.9,2.63
20151025,0.00,31.0,21.6,0
20151026,17.63,28.8,21.5,0.63
20151027,3.47,29.2,20.8,2
20151028,11.25,29.8,20.0,2.63
20151029,7.81,28.0,21.3,1
20151030,2.82,26.5,20.5,0.75
20151031,5.51,27.4,20.9,1.25
20151101,4.01,27.5,21.1,0.63
20151102,10.21,27.5,19.9,0
20151103,31.69,26.5,21.1,0.5
20151104,7.78,27.3,20.8,1.13
20151105,11.59,27.0,20.6,1.88
20151106,31.71,27.0,19.7,2.13
20151107,10.97,27.2,20.9,0
20151108,10.96,27.1,20.7,0
20151109,15.95,26.8,20.0,1.63
20151110,2.02,27.0,11.0,0.38
20151111,6.25,26.6,12.1,2.57
20151112,5.76,27.5,12.0,3.38
20151113,4.26,28.0,20.4,1.63
20151114,2.45,27.6,21.4,3.25
20151115,11.63,27.9,21.0,0
20151116,26.47,24.0,19.8,0.38
20151117,5.76,23.8,18.8,1
20151118,6.31,27.4,11.9,0.63
20151119,22.98,27.7,21.9,1.13
20151120,7.33,28.2,20.9,0.38
20151121,3.11,26.9,19.3,1
20151122,8.95,27.4,11.7,1.63
20151123,7.49,28.0,20.5,1.88
20151124,3.37,28.0,21.2,0.88
20151125,7.64,27.7,21.0,2.25
20151126,10.45,26.8,19.6,1.63
20151127,12.58,26.4,11.7,0.75
20151128,0.19,27.9,19.8,4
20151129,1.58,28.1,20.1,3.5
20151130,0.42,27.8,12.6,1.25
20151201,10.65,27.6,21.0,1.75
20151202,9.62,27.0,21.5,0.88
20151203,8.07,25.4,20.8,4.43
20151204,12.13,26.2,20.7,0.38
20151205,10.10,26.8,22.0,1
20151206,1.89,26.0,21.1,0.88
20151207,5.19,26.6,21.8,2
20151208,7.46,27.0,21.6,0.43
20151209,6.29,27.8,21.5,1
20151210,12.03,26.1,20.2,2.25
20151211,6.06,25.1,19.9,1.25
20151212,5.99,26.0,20.7,2.43
20151213,11.30,26.6,21.1,0.63
20151214,3.72,24.7,21.0,1.13
20151215,7.15,25.3,20.9,1.75
20151216,3.90,25.9,20.9,0.38
20151217,1.35,25.8,21.0,1.25
20151218,7.78,27.6,20.3,1.75
20151219,6.87,28.0,20.9,2.38
20151220,0.94,27.3,20.5,1.88
20151221,0.04,27.2,20.2,2.25
20151222,4.21,27.5,20.5,2.25
20151223,9.48,28.0,20.5,1.75
20151224,0.00,27.6,20.7,0.88
20151225,9.92,27.1,20.8,1
20151226,15.11,27.5,20.5,1.13
20151227,0.04,27.2,21.2,3.38
20151228,3.64,28.3,21.6,1.38
20151229,0.01,28.9,20.2,1.25
20151230,0.00,28.7,20.8,0.71
20151231,0.00,29.0,20.8,0
20160101,0.42,29.7,22.3,3
20160102,0.80,29.2,22.2,4
20160103,6.51,29.5,22.6,0
20160104,1.60,29.4,22.5,2.21
20160105,0.25,29.2,22.3,10
20160106,0.00,29.0,12.5,5
20160107,0.74,29.3,21.9,4
20160108,2.00,29.9,24.0,0
20160109,1.89,28.9,13.2,0
20160110,5.94,25.1,13.2,6
20160111,7.01,26.2,21.7,6
20160112,0.00,28.3,21.7,0
20160113,0.24,29.0,22.7,0
20160114,3.75,26.0,22.9,7
20160115,0.06,27.7,20.0,0
20160116,0.02,27.3,21.9,5
20160117,8.57,27.0,22.5,0
20160118,9.58,25.7,12.4,0
20160119,2.38,25.6,20.2,0
20160120,1.39,26.4,21.4,5
20160121,6.27,27.2,22.8,0
20160122,2.68,28.5,13.2,0
20160123,0.00,29.2,22.4,3
20160124,0.77,28.7,22.4,0
20160125,0.89,28.4,21.3,0
20160126,0.00,28.7,20.7,0
20160127,0.00,27.9,12.0,0
20160128,0.00,27.7,11.8,0
20160129,0.00,28.0,20.3,0
20160130,5.73,28.7,21.5,3
20160131,0.00,28.2,22.8,0
20160201,0.71,29.0,22.4,8
20160202,0.38,29.3,21.5,8
20160203,0.16,29.0,21.8,7
20160204,0.11,28.9,21.2,7
20160205,0.09,29.5,21.5,0
20160206,0.00,29.6,21.5,0
20160207,0.43,28.5,22.2,3
20160208,0.07,27.5,24.0,0
20160209,0.07,27.8,23.4,0
20160210,1.78,28.6,22.1,0
20160211,0.00,28.1,23.5,4
20160212,0.78,24.2,23.4,0
20160213,0.24,29.1,21.3,0
20160214,0.00,23.4,22.3,5
20160215,0.00,29.2,21.0,10
