Date,Rainfall,Tmax,Tmin,speed
20120324,1.32,28.5,21.5,
20120325,0.67,27.8,19.3,
20120326,0.72,28.8,19.3,
20120327,0.81,28.3,20.5,
20120328,1.01,27.6,21.2,
20120329,2.07,29.3,22.3,
20120330,7.68,27.9,22.7,
20120331,2.42,26.6,19.3,
20120401,3.20,25.2,20.6,
20120402,0.98,25.8,20.0,
20120403,5.75,29.2,19.7,
20120404,3.92,28.8,20.6,
20120405,0.64,24.3,20.7,
20120406,1.94,23.1,20.3,
20120407,2.25,25.2,20.0,
20120408,2.77,24.4,19.8,
20120409,18.04,25.2,19.4,
20120410,18.64,27.1,19.1,
20120411,6.08,26.3,19.3,
20120412,8.30,26.8,19.2,
20120413,2.79,24.8,19.7,
20120414,7.35,26.9,20.0,
20120415,4.76,26.0,20.0,
20120416,25.38,25.5,19.6,
20120417,6.48,25.4,18.9,
20120418,12.83,26.1,18.4,
20120419,3.81,26.5,18.6,
20120420,11.12,26.6,19.4,
20120421,28.08,25.5,19.9,
20120422,1.49,24.3,19.3,
20120423,7.61,25.5,19.4,
20120424,13.44,26.1,19.8,
20120425,0.72,24.6,19.1,
20120426,15.38,25.1,18.8,
20120427,4.67,25.4,19.4,
20120428,10.17,26.2,19.8,
20120429,2.49,26.5,19.5,
20120430,0.00,25.7,19.9,
20120501,1.45,26.4,20.3,
20120502,0.11,26.4,19.2,
20120503,8.50,25.1,19.6,
20120504,2.66,25.4,19.4,
20120505,6.23,24.9,19.6,
20120506,7.65,25.0,20.1,
20120507,9.13,25.1,20.3,
20120508,1.19,24.9,20.1,
20120509,12.18,26.0,20.1,
20120510,0.56,26.4,19.5,
20120511,0.94,25.9,19.1,
20120512,4.71,25.5,19.7,
20120513,3.41,26.0,19.5,
20120514,7.27,26.6,19.8,
20120515,0.83,25.8,20.0,
20120516,10.54,24.5,19.7,
20120517,0.00,25.5,18.9,
20120518,0.00,26.0,19.7,
20120519,3.66,27.4,18.9,
20120520,6.57,27.6,19.8,
20120521,0.79,27.1,19.7,
20120522,15.91,26.7,19.9,
20120523,0.43,26.6,20.3,
20120524,2.24,25.2,19.8,
20120525,1.02,25.7,19.2,
20120526,1.82,25.8,19.3,
20120527,2.45,25.8,20.4,
20120528,6.69,26.6,18.4,
20120529,0.96,26.4,18.7,
20120530,0.21,26.9,18.0,
20120531,7.65,27.4,19.3,
20120601,0.75,26.4,19.9,
20120602,0.22,27.1,20.6,
20120603,0.00,26.7,20.5,
20120604,11.62,27.5,20.5,
20120605,0.28,26.8,18.8,
20120606,0.92,26.6,20.0,
20120607,0.03,26.7,20.7,
20120608,0.43,27.3,20.1,
20120609,16.21,28.2,20.9,
20120610,17.31,28.5,19.0,
20120611,2.44,27.8,17.7,
20120612,0.51,27.3,19.9,
20120613,0.00,27.5,19.7,
20120614,0.58,27.7,20.4,
20120615,2.95,26.9,20.4,
20120616,6.64,26.8,19.4,
20120617,0.67,26.6,18.6,
20120618,0.20,27.5,18.8,
20120619,2.23,26.7,19.4,
20120620,0.82,25.8,19.6,
20120621,0.06,27.7,19.0,
20120622,0.34,27.6,20.2,
20120623,2.04,27.5,19.0,
20120624,2.58,25.0,18.6,
20120625,6.85,26.0,18.6,
20120626,4.49,24.6,18.5,
20120627,1.63,26.4,18.3,
20120628,0.55,25.4,18.5,
20120629,0.00,25.9,18.9,
20120630,0.00,25.7,18.4,
20120701,1.54,26.4,17.0,
20120702,2.15,25.3,17.5,
20120703,0.00,26.0,16.6,
20120704,0.00,25.4,16.6,
20120705,0.00,24.7,18.1,
20120706,0.72,24.7,17.5,
20120707,0.00,24.8,16.5,
20120708,0.00,26.1,16.5,
20120709,0.51,25.5,17.0,
20120710,0.00,25.8,17.7,
20120711,0.00,26.4,16.9,
20120712,0.00,26.4,17.9,
20120713,0.00,26.4,17.8,
20120714,1.01,26.8,17.6,
20120715,0.00,26.7,17.3,
20120716,0.00,26.4,18.0,
20120717,0.00,26.5,17.6,
20120718,1.43,25.2,16.7,
20120719,1.68,25.0,17.6,
20120720,0.00,26.9,16.8,
20120721,0.00,26.8,17.5,
20120722,1.82,26.8,17.4,
20120723,2.24,23.7,17.4,
20120724,6.11,25.2,16.8,
20120725,0.39,23.9,15.5,
20120726,0.00,24.4,16.8,
20120727,0.00,23.2,17.7,
20120728,0.03,25.6,17.8,
20120729,0.00,24.6,17.7,
20120730,0.00,25.9,17.2,
20120731,1.35,24.4,17.8,
20120801,0.36,25.4,18.8,
20120802,6.58,26.2,19.8,
20120803,0.00,25.5,17.5,
20120804,0.04,24.6,19.1,
20120805,2.53,25.1,20.0,
20120806,2.67,27.2,19.7,
20120807,7.01,24.7,21.4,
20120808,9.17,24.9,19.7,
20120809,5.63,25.7,18.4,
20120810,0.93,25.3,19.2,
20120811,1.18,24.5,19.5,
20120812,0.00,25.1,18.1,
20120813,0.16,24.2,19.2,
20120814,0.00,24.6,19.1,
20120815,0.00,24.0,19.2,
20120816,0.37,24.2,20.3,
20120817,3.96,24.2,19.1,
20120818,14.29,25.9,18.6,
20120819,3.03,25.0,17.5,
20120820,3.80,25.2,18.8,
20120821,1.92,26.0,19.0,
20120822,0.00,24.9,18.9,
20120823,0.38,23.8,19.9,
20120824,4.35,25.1,18.8,
20120825,34.23,23.9,20.0,
20120826,0.42,23.2,18.3,
20120827,0.00,22.9,17.2,
20120828,0.03,25.5,18.0,
20120829,4.02,26.7,19.1,
20120830,1.22,25.1,19.7,
20120831,0.26,26.6,18.1,
20120901,3.08,25.3,19.0,
20120902,0.14,24.8,18.7,
20120903,0.00,24.2,18.5,
20120904,0.00,24.2,19.8,
20120905,0.68,22.4,19.3,
20120906,0.00,24.2,18.6,
20120907,0.00,24.4,19.4,
20120908,0.40,24.5,18.1,
20120909,11.88,24.5,19.0,
20120910,9.14,25.3,18.2,
20120911,18.91,24.4,19.7,
20120912,3.60,25.6,19.0,
20120913,1.55,26.6,19.1,
20120914,8.39,26.6,19.3,
20120915,5.89,25.8,16.8,
20120916,0.59,26.4,19.1,
20120917,1.14,25.7,19.2,
20120918,0.85,25.6,19.0,
20120919,2.76,26.7,19.4,
20120920,0.21,26.8,19.6,
20120921,0.00,26.6,19.5,
20120922,0.00,26.8,16.9,
20120923,1.70,25.7,20.2,
20120924,8.58,25.5,19.3,
20120925,0.00,26.1,17.8,
20120926,3.95,26.3,19.2,
20120927,3.76,25.7,18.1,
20120928,0.32,25.2,18.3,
20120929,0.00,26.5,19.3,
20120930,0.20,27.5,18.8,
20121001,1.36,27.5,19.8,
20121002,0.97,26.5,19.8,
20121003,0.00,27.3,19.5,
20121004,0.13,26.6,20.9,
20121005,0.00,26.7,20.7,
20121006,0.58,26.4,20.0,
20121007,0.60,25.4,20.4,
20121008,0.17,26.1,20.1,
20121009,0.79,26.4,19.1,
20121010,0.00,27.6,21.1,
20121011,1.48,26.2,21.5,
20121012,2.11,25.3,20.2,
20121013,6.03,24.3,18.2,
20121014,2.67,25.7,18.8,
20121015,3.72,27.2,19.6,
20121016,4.32,26.2,19.5,
20121017,0.56,27.7,19.9,
20121018,1.36,28.5,20.7,
20121019,0.01,29.1,19.9,
20121020,0.38,28.9,19.6,
20121021,2.28,26.4,20.1,
20121022,0.43,26.4,18.3,
20121023,3.39,26.8,19.3,
20121024,0.02,27.2,18.4,
20121025,0.00,28.2,19.9,
20121026,0.19,25.5,20.1,
20121027,0.96,25.9,18.8,
20121028,3.13,26.2,19.4,
20121029,3.20,26.0,19.2,
20121030,0.00,25.7,19.1,
20121031,0.00,24.1,19.7,
20121101,2.39,23.6,18.8,
20121102,0.00,21.1,18.4,
20121103,8.99,24.0,18.1,
20121104,0.00,22.9,17.4,
20121105,0.07,24.1,18.6,
20121106,0.00,25.6,18.4,
20121107,1.86,25.9,19.1,
20121108,0.13,26.1,18.5,
20121109,0.00,25.8,19.3,
20121110,0.00,25.3,17.4,
20121111,0.04,26.2,18.8,
20121112,0.18,26.9,19.3,
20121113,0.00,27.3,19.8,
20121114,0.09,28.7,19.3,
20121115,0.94,29.3,19.8,
20121116,4.82,27.7,20.1,
20121117,0.21,26.5,18.4,
20121118,0.00,27.4,20.8,
20121119,0.00,27.5,19.2,
20121120,0.38,28.4,19.7,
20121121,0.46,27.9,19.7,
20121122,0.00,26.6,19.3,
20121123,0.38,27.6,19.7,
20121124,0.01,26.9,20.1,
20121125,0.00,26.1,20.6,
20121126,0.75,24.7,20.6,
20121127,1.34,26.8,19.2,
20121128,16.15,24.5,21.0,
20121129,0.76,25.9,17.5,
20121130,1.33,26.2,17.2,
20121201,0.25,27.1,19.8,
20121202,6.80,26.3,19.5,
20121203,0.00,25.6,18.4,
20121204,0.07,26.9,18.9,
20121205,5.42,26.4,20.0,
20121206,1.60,26.9,18.8,
20121207,4.13,26.1,19.1,
20121208,2.47,25.6,19.1,
20121209,0.27,27.1,19.6,
20121210,0.05,26.0,20.1,
20121211,0.00,25.4,19.5,
20121212,1.54,27.7,19.4,
20121213,0.47,27.2,20.9,
20121214,1.01,27.0,19.7,
20121215,7.40,25.8,19.7,
20121216,0.92,26.0,16.6,
20121217,16.14,26.4,19.1,
20121218,14.85,25.3,18.1,
20121219,0.25,25.7,17.0,
20121220,0.79,25.6,18.6,
20121221,2.91,26.7,18.9,
20121222,31.38,25.4,17.6,
20121223,15.72,24.4,17.3,
20121224,13.53,23.5,17.2,
20121225,15.08,25.1,17.8,
20121226,5.35,25.5,18.5,
20121227,12.23,24.6,18.6,
20121228,14.67,26.0,19.2,
20121229,11.73,22.2,16.9,
20121230,7.37,22.8,17.3,
20121231,0.88,24.5,18.7,
20130101,0.72,24.7,18.7,
20130102,0.00,25.5,19.5,
20130103,0.78,25.2,19.4,
20130104,0.30,25.1,20.8,
20130105,11.29,25.9,19.4,
20130106,3.06,24.8,16.9,
20130107,2.36,25.2,18.5,
20130108,11.22,25.0,18.9,
20130109,9.44,24.8,17.4,
20130110,5.41,25.7,17.8,
20130111,2.05,25.2,18.7,
20130112,6.75,27.6,19.9,
20130113,0.10,27.4,20.6,
20130114,0.64,27.5,19.6,
20130115,0.00,26.1,20.1,
20130116,0.41,27.1,19.2,
20130117,0.00,26.6,19.2,
20130118,0.01,28.3,19.9,
20130119,0.00,28.1,19.5,
20130120,0.17,28.3,19.6,
20130121,0.06,28.5,19.2,
20130122,0.66,28.8,18.9,
20130123,0.01,29.6,19.0,
20130124,2.47,30.7,19.7,
20130125,0.05,29.7,20.1,
20130126,0.17,29.9,19.9,
20130127,0.34,30.5,19.5,
20130128,0.25,28.9,20.8,
20130129,2.87,28.3,19.4,
20130130,15.31,26.6,19.4,
20130131,1.37,25.9,17.7,
20130201,3.30,24.9,18.8,
20130202,0.00,25.7,21.3,
20130203,0.05,25.4,19.1,
20130204,0.00,28.1,18.4,
20130205,0.14,29.2,19.2,
20130206,0.15,28.7,20.1,
20130207,0.03,29.3,19.7,
20130208,0.00,29.8,19.8,
20130209,0.00,29.4,19.7,
20130210,0.00,29.3,19.5,
20130211,1.47,29.7,20.9,
20130212,0.05,29.5,18.4,
20130213,2.05,27.5,19.5,
20130214,1.26,26.9,19.2,
20130215,0.00,27.6,18.4,
20130216,0.00,28.3,19.3,
20130217,0.00,29.6,19.3,
20130218,0.00,29.6,20.1,
20130219,0.61,29.1,19.8,
20130220,2.53,26.8,18.5,
20130221,1.08,26.5,18.1,
20130222,0.00,29.6,18.6,
20130223,0.00,30.9,20.1,
20130224,0.96,31.4,19.9,
20130225,0.00,30.5,18.5,
20130226,0.00,30.5,20.5,
20130227,0.00,30.0,19.9,
20130228,0.00,29.5,20.0,
20130301,0.00,31.1,21.3,
20130302,0.12,32.0,21.1,
20130303,0.00,31.8,22.2,
20130304,4.45,31.4,21.4,
20130305,0.23,30.9,19.0,
20130306,0.48,29.9,21.1,
20130307,2.99,29.7,18.6,
20130308,15.62,28.4,18.3,
20130309,4.09,28.1,17.2,
20130310,5.76,26.5,20.0,
20130311,0.74,26.5,17.5,
20130312,0.13,26.0,20.4,
20130313,0.41,26.0,19.7,
20130314,1.59,24.9,20.2,
20130315,8.15,26.2,19.5,
20130316,1.55,27.1,18.6,
20130317,1.51,28.3,20.7,
20130318,6.89,29.0,19.9,
20130319,12.68,28.4,18.2,
20130320,5.22,28.6,18.8,
20130321,22.65,28.0,20.8,
20130322,3.63,26.5,20.0,
20130323,1.53,26.6,19.5,
20130324,3.11,26.5,19.8,
20130325,2.84,24.9,19.0,
20130326,10.72,25.0,19.1,
20130327,5.59,24.5,17.4,
20130328,17.42,25.9,19.1,
20130329,9.12,25.8,18.0,
20130330,11.57,25.9,18.8,
20130331,25.50,24.7,17.6,
20130401,9.65,25.6,16.9,
20130402,3.36,26.1,17.3,
20130403,2.97,26.2,18.2,
20130404,5.66,27.8,18.8,
20130405,0.03,25.8,19.0,
20130406,20.42,25.9,19.9,
20130407,12.69,25.4,17.0,
20130408,6.59,25.4,17.5,
20130409,0.59,26.7,19.4,
20130410,3.47,26.4,19.0,
20130411,11.92,25.5,19.2,
20130412,15.53,24.1,17.6,
20130413,14.62,26.5,17.3,
20130414,14.96,26.8,17.5,
20130415,1.88,27.0,17.8,
20130416,15.87,28.6,19.9,
20130417,23.18,27.4,17.5,
20130418,20.46,28.4,18.0,
20130419,9.95,29.5,17.5,
20130420,18.50,29.6,19.0,
20130421,3.97,28.7,17.8,
20130422,9.13,28.4,19.2,
20130423,5.21,29.8,18.9,
20130424,0.68,29.6,18.0,
20130425,0.69,29.3,19.1,
20130426,9.36,28.4,19.6,
20130427,9.23,28.7,18.0,
20130428,5.39,27.8,18.8,
20130429,13.05,28.6,19.3,
20130430,10.31,28.4,18.3,
20130501,20.08,27.1,18.7,
20130502,5.83,27.8,16.7,
20130503,7.98,27.0,17.2,
20130504,18.47,28.0,17.5,
20130505,3.41,28.3,17.6,
20130506,30.42,26.2,18.5,
20130507,1.81,25.2,17.0,
20130508,1.97,26.2,17.7,
20130509,9.44,27.0,18.7,
20130510,18.08,27.5,18.2,
20130511,3.67,27.7,16.4,
20130512,0.66,27.4,18.2,
20130513,0.00,27.7,17.4,
20130514,0.59,27.1,18.0,
20130515,2.57,27.1,18.6,
20130516,0.57,27.5,18.6,
20130517,0.45,27.8,19.8,
20130518,0.40,27.7,19.2,
20130519,3.12,26.8,18.8,
20130520,0.30,26.9,17.0,
20130521,1.13,26.5,18.0,
20130522,3.16,26.8,18.7,
20130523,0.63,26.8,17.8,
20130524,0.84,27.0,19.1,
20130525,1.06,26.8,18.1,
20130526,0.90,26.0,18.5,
20130527,0.00,26.2,18.5,
20130528,0.00,26.3,18.7,
20130529,1.99,26.5,18.1,
20130530,0.02,25.9,17.7,
20130531,0.00,25.6,18.1,
20130601,0.34,26.7,17.3,
20130602,1.45,26.0,17.6,
20130603,1.67,25.2,17.6,
20130604,0.00,25.4,17.6,
20130605,0.00,26.2,18.0,
20130606,0.00,25.9,17.6,
20130607,0.00,25.3,17.9,
20130608,0.00,25.3,18.7,
20130609,1.65,25.6,18.0,
20130610,0.06,25.7,18.0,
20130611,1.65,26.0,18.5,
20130612,0.43,25.3,18.7,
20130613,0.00,25.8,17.6,
20130614,0.19,26.9,18.3,
20130615,0.27,25.4,19.0,
20130616,2.24,24.8,19.1,
20130617,4.45,26.0,18.5,
20130618,1.18,23.6,18.1,
20130619,0.00,25.0,17.3,
20130620,1.07,25.8,18.4,
20130621,0.00,25.8,17.9,
20130622,0.20,25.6,17.9,
20130623,0.72,26.0,17.7,
20130624,0.02,25.8,17.8,
20130625,0.02,25.6,17.8,
20130626,0.72,26.5,17.6,
20130627,1.27,26.9,18.5,
20130628,1.66,27.2,18.7,
20130629,4.36,27.4,19.5,
20130630,1.95,26.8,17.6,
20130701,0.63,26.4,19.1,
20130702,2.86,27.0,19.1,
20130703,1.43,26.8,18.4,
20130704,3.28,26.7,17.6,
20130705,0.16,26.8,16.4,
20130706,0.05,26.3,17.6,
20130707,0.02,26.1,17.3,
20130708,2.19,25.0,17.1,
20130709,0.16,24.6,16.6,
20130710,0.00,25.4,16.6,
20130711,0.19,25.7,16.7,
20130712,0.44,25.3,17.2,
20130713,0.27,24.8,17.3,
20130714,0.02,25.1,17.4,
20130715,0.17,25.6,16.6,
20130716,0.52,25.3,16.4,
20130717,0.00,25.1,16.6,
20130718,0.07,24.9,17.8,
20130719,0.78,25.6,17.9,
20130720,0.02,25.5,17.0,
20130721,0.28,24.5,18.8,
20130722,0.61,25.3,18.4,
20130723,0.00,25.8,17.8,
20130724,1.65,26.0,17.6,
20130725,0.10,26.2,17.4,
20130726,0.00,26.2,17.8,
20130727,0.04,25.7,17.7,
20130728,1.42,25.5,18.1,
20130729,1.21,25.4,17.3,
20130730,18.46,25.0,18.0,
20130731,11.37,23.3,16.4,
20130801,1.53,24.4,16.0,
20130802,4.78,24.9,16.8,
20130803,5.01,24.8,17.5,
20130804,0.04,24.8,15.7,
20130805,2.36,25.3,17.0,
20130806,8.57,24.5,17.2,
20130807,3.19,25.5,16.7,
20130808,4.70,26.6,17.9,
20130809,3.04,25.8,18.2,
20130810,1.04,27.7,17.8,
20130811,0.81,26.6,18.2,
20130812,0.28,26.6,17.8,
20130813,1.17,24.2,18.0,
20130814,0.00,25.7,18.0,
20130815,0.63,25.3,18.9,
20130816,1.93,26.4,18.1,
20130817,4.17,25.6,18.6,
20130818,3.84,25.6,17.0,
20130819,6.13,25.0,17.9,
20130820,1.08,24.7,16.3,
20130821,6.17,25.2,16.9,
20130822,7.85,24.9,17.1,
20130823,14.01,26.0,16.5,
20130824,1.26,27.0,15.0,
20130825,2.37,25.9,16.5,
20130826,0.00,25.5,16.9,
20130827,0.00,24.8,17.0,
20130828,0.00,25.6,17.2,
20130829,0.18,26.1,17.1,
20130830,0.00,26.2,16.9,
20130831,2.48,26.7,17.1,
20130901,4.79,27.0,17.1,
20130902,2.81,25.6,15.3,
20130903,1.49,24.3,17.1,
20130904,1.60,24.7,16.0,
20130905,0.00,25.7,18.6,
20130906,3.62,25.5,17.6,
20130907,4.49,25.3,18.1,
20130908,1.78,25.4,16.3,
20130909,1.26,26.4,17.2,
20130910,3.16,26.1,17.5,
20130911,2.06,26.2,16.6,
20130912,1.93,27.7,17.7,
20130913,0.50,27.1,17.2,
20130914,2.16,26.3,17.5,
20130915,0.00,26.9,18.5,
20130916,7.71,26.0,18.2,
20130917,16.51,25.8,19.3,
20130918,5.05,24.4,16.4,
20130919,1.07,25.9,16.7,
20130920,1.42,25.4,17.8,
20130921,0.31,26.3,17.0,
20130922,0.42,26.4,18.1,
20130923,3.67,26.2,18.0,
20130924,0.11,26.1,18.3,
20130925,2.25,26.8,17.6,
20130926,1.54,26.0,18.0,
20130927,1.74,27.2,18.1,
20130928,4.16,28.4,17.7,
20130929,21.72,25.1,19.7,
20130930,4.78,26.4,16.0,
20131001,1.06,25.2,17.1,
20131002,11.70,25.9,18.4,
20131003,3.93,26.0,17.1,
20131004,0.13,24.0,18.0,
20131005,0.00,25.6,18.3,
20131006,0.00,25.7,18.4,
20131007,0.66,26.0,17.9,
20131008,0.00,26.0,17.6,
20131009,4.51,26.1,18.9,
20131010,0.99,24.9,17.8,
20131011,1.57,25.9,18.0,
20131012,5.57,26.2,18.5,
20131013,0.31,25.6,17.2,
20131014,3.39,26.2,18.0,
20131015,0.09,27.2,18.2,
20131016,0.74,26.4,18.4,
20131017,5.11,26.6,17.7,
20131018,1.35,27.3,16.9,
20131019,0.00,27.7,19.0,
20131020,1.94,28.9,18.6,
20131021,0.56,27.6,19.1,
20131022,7.04,27.8,18.3,
20131023,0.85,27.9,17.8,
20131024,0.17,27.0,17.8,
20131025,0.57,27.0,18.0,
20131026,1.76,27.0,18.7,
20131027,0.34,28.1,17.7,
20131028,4.87,27.1,17.3,
20131029,0.01,26.6,16.8,
20131030,3.40,26.5,18.2,
20131031,0.79,27.1,18.1,
20131101,1.22,27.1,18.2,
20131102,0.15,26.1,18.8,
20131103,1.76,25.8,17.0,
20131104,0.63,25.4,17.6,
20131105,6.77,25.5,17.4,
20131106,9.60,24.6,17.1,
20131107,1.81,24.0,17.1,
20131108,3.49,23.9,17.8,
20131109,7.44,24.5,17.0,
20131110,2.02,26.0,18.0,
20131111,21.52,26.0,17.6,
20131112,0.65,26.6,16.0,
20131113,0.20,28.5,18.3,
20131114,0.38,29.3,16.7,
20131115,4.76,27.6,17.2,
20131116,4.47,25.2,16.1,
20131117,0.98,26.2,16.4,
20131118,1.43,26.7,16.7,
20131119,0.00,26.7,17.0,
20131120,4.76,26.2,17.6,
20131121,0.00,26.3,16.6,
20131122,0.54,25.9,17.9,
20131123,0.00,26.0,16.2,
20131124,1.63,25.1,17.1,
20131125,3.25,25.1,17.4,
20131126,0.26,25.3,16.7,
20131127,0.16,25.5,17.7,
20131128,0.23,26.4,17.1,
20131129,0.54,25.9,17.5,
20131130,0.11,25.8,18.0,
20131201,0.51,27.7,18.0,
20131202,1.20,28.0,18.2,
20131203,1.48,27.0,18.3,
20131204,1.25,26.2,18.6,
20131205,2.13,27.1,18.6,
20131206,1.61,26.0,17.3,
20131207,1.78,25.8,17.6,
20131208,0.50,25.6,17.1,
20131209,2.49,25.5,18.6,
20131210,1.85,26.5,18.4,
20131211,1.40,25.9,17.0,
20131212,11.32,27.3,17.1,
20131213,4.83,25.0,16.2,
20131214,4.03,23.7,16.5,
20131215,8.11,23.9,16.3,
20131216,32.96,24.9,17.1,
20131217,4.36,21.2,15.3,
20131218,0.84,24.8,16.4,
20131219,0.17,25.6,18.0,
20131220,1.41,26.0,18.3,
20131221,0.76,26.6,18.2,
20131222,1.15,27.0,18.0,
20131223,0.33,27.6,18.6,
20131224,0.58,28.4,18.6,
20131225,0.28,28.2,19.1,
20131226,0.54,27.6,17.6,
20131227,0.01,27.7,18.2,
20131228,0.28,28.4,18.0,
20131229,11.89,28.3,19.5,
20131230,7.46,27.7,15.4,
20131231,0.95,26.0,15.6,
20140101,10.12,25.8,17.0,
20140102,2.55,26.0,16.1,
20140103,0.48,27.8,17.4,
20140104,0.64,28.6,18.7,
20140105,0.18,28.9,18.7,
20140106,0.56,28.8,19.0,
20140107,8.06,28.8,17.5,
20140108,6.52,26.9,16.0,
20140109,2.52,26.8,19.1,
20140110,0.93,27.4,16.8,
20140111,0.63,28.0,17.7,
20140112,0.00,27.3,16.8,
20140113,0.00,27.7,17.9,
20140114,0.18,28.4,16.8,
20140115,0.22,28.0,17.2,
20140116,0.00,28.6,17.1,
20140117,0.00,28.4,18.2,
20140118,0.79,27.6,18.8,
20140119,1.38,29.0,17.6,
20140120,3.26,26.9,18.3,
20140121,2.19,26.4,17.0,
20140122,7.76,28.0,17.8,
20140123,0.42,28.3,17.7,
20140124,0.16,27.9,17.6,
20140125,0.23,28.9,18.6,
20140126,0.75,28.8,17.6,
20140127,2.18,29.8,18.0,
20140128,0.70,30.0,17.7,
20140129,0.26,29.3,18.3,
20140130,0.00,30.8,17.7,
20140131,0.00,33.0,19.1,
20140201,0.00,31.6,18.8,
20140202,0.29,30.9,18.0,
20140203,11.85,29.5,18.7,
20140204,4.05,29.9,16.5,
20140205,0.02,29.8,18.2,
20140206,0.00,29.7,17.0,
20140207,0.00,29.1,18.2,
20140208,0.00,28.0,19.1,
20140209,0.05,28.5,18.4,
20140210,0.18,28.4,18.3,
20140211,0.00,28.7,17.1,
20140212,0.02,27.5,16.8,
20140213,0.00,27.7,16.3,
20140214,0.00,29.6,17.7,
20140215,0.00,30.5,17.7,
20140216,0.01,29.8,18.3,
20140217,0.00,29.4,17.8,
20140218,0.48,31.0,18.5,
20140219,10.25,28.7,18.7,
20140220,8.38,27.3,20.1,
20140221,0.00,28.7,20.0,
20140222,1.31,29.5,18.2,
20140223,1.21,30.4,17.6,
20140224,3.68,30.2,18.2,
20140225,2.44,30.4,17.2,
20140226,0.30,31.0,17.5,
20140227,0.00,29.9,17.6,
20140228,0.11,30.3,17.8,
20140301,0.00,30.7,19.0,
20140302,0.00,31.3,18.7,
20140303,0.00,31.2,18.5,
20140304,0.00,31.6,19.0,
20140305,0.00,30.9,18.8,
20140306,0.35,30.7,20.3,
20140307,0.00,31.0,18.9,
20140308,0.11,30.9,19.0,
20140309,0.17,32.0,19.2,
20140310,11.84,31.7,19.3,
20140311,8.10,29.8,19.1,
20140312,23.69,25.7,14.9,
20140313,31.91,24.3,17.6,
20140314,24.69,21.0,16.1,
20140315,1.15,24.6,15.3,
20140316,12.98,27.9,18.5,
20140317,1.85,28.6,16.7,
20140318,0.84,29.1,17.8,
20140319,0.00,30.1,19.1,
20140320,0.64,30.3,17.5,
20140321,1.09,30.3,19.2,
20140322,5.89,29.4,18.9,
20140323,20.94,29.1,19.1,
20140324,38.51,27.5,16.7,
20140325,5.43,27.6,15.6,
20140326,3.01,26.8,17.4,
20140327,7.66,29.0,18.4,
20140328,8.67,27.5,17.8,
20140329,6.50,26.3,16.5,
20140330,2.81,26.2,18.0,
20140331,6.43,26.6,17.8,
20140401,5.31,25.5,16.2,
20140402,4.01,26.0,17.3,
20140403,1.37,26.0,16.5,
20140404,2.06,26.3,17.6,
20140405,1.35,26.7,17.8,
20140406,8.01,25.3,17.6,
20140407,1.68,24.5,15.9,
20140408,0.12,24.4,16.6,
20140409,1.56,25.3,17.2,
20140410,1.13,26.1,17.4,
20140411,10.37,27.0,17.7,
20140412,4.36,26.2,16.5,
20140413,5.27,25.8,17.1,
20140414,3.48,27.1,16.8,
20140415,22.28,27.0,16.6,
20140416,11.09,26.5,14.9,
20140417,1.25,26.0,15.5,
20140418,1.33,27.3,18.4,
20140419,1.31,27.3,17.8,
20140420,1.63,27.8,16.7,
20140421,0.32,27.5,17.6,
20140422,2.43,28.6,17.0,
20140423,5.71,29.4,17.6,
20140424,2.32,29.1,17.5,
20140425,2.46,29.8,15.9,
20140426,0.00,30.2,17.2,
20140427,0.38,30.6,17.4,
20140428,0.35,30.0,17.0,
20140429,0.17,29.6,17.3,
20140430,0.22,29.7,19.0,
20140501,0.29,29.4,17.9,
20140502,0.43,28.9,17.6,
20140503,0.00,27.9,17.4,
20140504,0.00,28.6,17.7,
20140505,0.15,28.8,18.4,
20140506,10.11,28.9,18.2,
20140507,5.81,29.4,16.0,
20140508,15.84,27.6,16.5,
20140509,7.39,28.5,17.0,
20140510,11.64,27.8,16.1,
20140511,3.07,28.8,16.2,
20140512,6.15,29.3,17.9,
20140513,2.76,27.6,17.2,
20140514,2.45,29.1,16.7,
20140515,16.17,29.3,17.1,
20140516,1.78,28.5,16.7,
20140517,3.31,29.2,18.3,
20140518,5.08,29.2,16.6,
20140519,1.07,29.2,16.1,
20140520,4.72,28.7,17.5,
20140521,5.77,27.8,16.7,
20140522,3.94,30.2,16.1,
20140523,14.90,29.4,16.2,
20140524,0.05,28.3,15.6,
20140525,4.72,27.7,16.8,
20140526,0.62,28.1,15.3,
20140527,2.22,28.3,16.7,
20140528,0.06,28.5,16.9,
20140529,0.89,28.8,16.4,
20140530,0.60,28.9,16.9,
20140531,0.00,28.9,16.4,
20140601,0.02,29.2,16.8,
20140602,0.76,29.3,17.0,
20140603,3.05,28.0,17.2,
20140604,17.30,27.5,15.7,
20140605,0.00,26.2,15.7,
20140606,2.56,28.7,16.0,
20140607,3.17,29.1,17.7,
20140608,5.72,28.9,16.6,
20140609,2.61,27.3,15.4,
20140610,2.89,27.4,16.6,
20140611,0.00,28.0,17.2,
20140612,0.00,28.0,17.3,
20140613,0.00,28.6,17.1,
20140614,1.99,27.6,17.1,
20140615,3.18,26.9,15.6,
20140616,3.51,27.9,16.4,
20140617,1.41,28.1,16.3,
20140618,2.03,27.7,16.5,
20140619,2.49,27.8,17.4,
20140620,9.59,28.0,17.4,
20140621,0.05,27.6,16.3,
20140622,0.00,26.9,17.4,
20140623,0.32,27.4,16.9,
